集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2010,07,福島県,C,鉱業，採石業，砂利採取業,20～24歳,20,0,240
2010,07,福島県,C,鉱業，採石業，砂利採取業,25～29歳,22.19,36.3,302.58
2010,07,福島県,C,鉱業，採石業，砂利採取業,30～34歳,22.15,21.45,287.25
2010,07,福島県,C,鉱業，採石業，砂利採取業,35～39歳,28.72,31.05,375.69
2010,07,福島県,C,鉱業，採石業，砂利採取業,40～44歳,19.29,10.97,242.45
2010,07,福島県,C,鉱業，採石業，砂利採取業,45～49歳,25.5,16.99,322.99
2010,07,福島県,C,鉱業，採石業，砂利採取業,50～54歳,23.11,12.12,289.44
2010,07,福島県,C,鉱業，採石業，砂利採取業,55～59歳,25.35,15.88,320.08
2010,07,福島県,C,鉱業，採石業，砂利採取業,60～64歳,21.68,14.5,274.66
2010,07,福島県,C,鉱業，採石業，砂利採取業,65～69歳,-,-,-
2010,07,福島県,C,鉱業，採石業，砂利採取業,70歳～,-,-,-
2010,07,福島県,D,建設業,年齢計,26.25,26.23,341.23
2010,07,福島県,D,建設業,～19歳,16.36,7.97,204.29
2010,07,福島県,D,建設業,20～24歳,18.95,13.98,241.38
2010,07,福島県,D,建設業,25～29歳,21.56,24,282.72
2010,07,福島県,D,建設業,30～34歳,24.45,24.26,317.66
2010,07,福島県,D,建設業,35～39歳,28.81,42.32,388.04
2010,07,福島県,D,建設業,40～44歳,28.08,40.95,377.91
2010,07,福島県,D,建設業,45～49歳,29.88,33.59,392.15
2010,07,福島県,D,建設業,50～54歳,28.06,26.25,362.97
2010,07,福島県,D,建設業,55～59歳,28.68,17.05,361.21
2010,07,福島県,D,建設業,60～64歳,23.08,11.25,288.21
2010,07,福島県,D,建設業,65～69歳,23.49,3.84,285.72
2010,07,福島県,D,建設業,70歳～,15.32,0,183.84
2010,07,福島県,E,製造業,年齢計,24.41,57.37,350.29
2010,07,福島県,E,製造業,～19歳,16.53,16.67,215.03
2010,07,福島県,E,製造業,20～24歳,17.81,40.56,254.28
2010,07,福島県,E,製造業,25～29歳,19.53,42.2,276.56
2010,07,福島県,E,製造業,30～34歳,22.49,55.49,325.37
2010,07,福島県,E,製造業,35～39歳,24.52,64,358.24
2010,07,福島県,E,製造業,40～44歳,27.08,72.09,397.05
2010,07,福島県,E,製造業,45～49歳,28.44,71.55,412.83
2010,07,福島県,E,製造業,50～54歳,28.65,58.63,402.43
2010,07,福島県,E,製造業,55～59歳,27.6,62.86,394.06
2010,07,福島県,E,製造業,60～64歳,18.97,30.24,257.88
2010,07,福島県,E,製造業,65～69歳,18.5,21.93,243.93
2010,07,福島県,E,製造業,70歳～,13.77,6.76,172
2010,07,福島県,F,電気・ガス・熱供給・水道業,年齢計,40.23,153.08,635.84
2010,07,福島県,F,電気・ガス・熱供給・水道業,～19歳,16.7,43.31,243.71
2010,07,福島県,F,電気・ガス・熱供給・水道業,20～24歳,20.23,67.7,310.46
2010,07,福島県,F,電気・ガス・熱供給・水道業,25～29歳,26.09,92.47,405.55
2010,07,福島県,F,電気・ガス・熱供給・水道業,30～34歳,33.19,124.67,522.95
2010,07,福島県,F,電気・ガス・熱供給・水道業,35～39歳,41.01,153.28,645.4
2010,07,福島県,F,電気・ガス・熱供給・水道業,40～44歳,46.84,179.28,741.36
2010,07,福島県,F,電気・ガス・熱供給・水道業,45～49歳,48.73,188.13,772.89
2010,07,福島県,F,電気・ガス・熱供給・水道業,50～54歳,55.2,222.26,884.66
2010,07,福島県,F,電気・ガス・熱供給・水道業,55～59歳,48.4,197.39,778.19
2010,07,福島県,F,電気・ガス・熱供給・水道業,60～64歳,26.66,37.09,357.01
2010,07,福島県,F,電気・ガス・熱供給・水道業,65～69歳,39.54,145.43,619.91
2010,07,福島県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2010,07,福島県,G,情報通信業,年齢計,29.45,101.19,454.59
2010,07,福島県,G,情報通信業,～19歳,13.45,0,161.4
2010,07,福島県,G,情報通信業,20～24歳,18.19,30.15,248.43
2010,07,福島県,G,情報通信業,25～29歳,22.23,71.71,338.47
2010,07,福島県,G,情報通信業,30～34歳,24.7,71.85,368.25
2010,07,福島県,G,情報通信業,35～39歳,29.12,90.56,440
2010,07,福島県,G,情報通信業,40～44歳,32.86,125.1,519.42
2010,07,福島県,G,情報通信業,45～49歳,45.21,176.37,718.89
2010,07,福島県,G,情報通信業,50～54歳,40.83,176.17,666.13
2010,07,福島県,G,情報通信業,55～59歳,38.35,159.01,619.21
2010,07,福島県,G,情報通信業,60～64歳,25.11,69.27,370.59
2010,07,福島県,G,情報通信業,65～69歳,-,-,-
2010,07,福島県,G,情報通信業,70歳～,-,-,-
2010,07,福島県,H,運輸業，郵便業,年齢計,23.44,32.34,313.62
2010,07,福島県,H,運輸業，郵便業,～19歳,16.52,18.62,216.86
2010,07,福島県,H,運輸業，郵便業,20～24歳,17.19,42.14,248.42
2010,07,福島県,H,運輸業，郵便業,25～29歳,19.64,30.97,266.65
2010,07,福島県,H,運輸業，郵便業,30～34歳,22.31,36.33,304.05
2010,07,福島県,H,運輸業，郵便業,35～39歳,23.86,23.25,309.57
2010,07,福島県,H,運輸業，郵便業,40～44歳,24.38,14.08,306.64
2010,07,福島県,H,運輸業，郵便業,45～49歳,25.21,39.33,341.85
2010,07,福島県,H,運輸業，郵便業,50～54歳,26.76,60.4,381.52
2010,07,福島県,H,運輸業，郵便業,55～59歳,23.62,25.48,308.92
2010,07,福島県,H,運輸業，郵便業,60～64歳,17.56,13.01,223.73
2010,07,福島県,H,運輸業，郵便業,65～69歳,12.98,6.98,162.74
2010,07,福島県,H,運輸業，郵便業,70歳～,-,-,-
2010,07,福島県,I,卸売業，小売業,年齢計,24.17,49.23,339.27
2010,07,福島県,I,卸売業，小売業,～19歳,15.2,4.02,186.42
2010,07,福島県,I,卸売業，小売業,20～24歳,17.42,25.49,234.53
2010,07,福島県,I,卸売業，小売業,25～29歳,19.92,42.68,281.72
2010,07,福島県,I,卸売業，小売業,30～34歳,22.9,52.26,327.06
2010,07,福島県,I,卸売業，小売業,35～39歳,24.84,55.59,353.67
2010,07,福島県,I,卸売業，小売業,40～44歳,27.85,62.53,396.73
2010,07,福島県,I,卸売業，小売業,45～49歳,28.05,60.35,396.95
2010,07,福島県,I,卸売業，小売業,50～54歳,28.09,58.44,395.52
2010,07,福島県,I,卸売業，小売業,55～59歳,26.96,44.84,368.36
2010,07,福島県,I,卸売業，小売業,60～64歳,21.7,31.33,291.73
2010,07,福島県,I,卸売業，小売業,65～69歳,20.41,38.6,283.52
2010,07,福島県,I,卸売業，小売業,70歳～,24.75,43.43,340.43
2010,07,福島県,J,金融業，保険業,年齢計,32.14,114.17,499.85
2010,07,福島県,J,金融業，保険業,～19歳,16.33,0,195.96
2010,07,福島県,J,金融業，保険業,20～24歳,18.72,42.86,267.5
2010,07,福島県,J,金融業，保険業,25～29歳,21.49,78.89,336.77
2010,07,福島県,J,金融業，保険業,30～34歳,25.93,90.51,401.67
2010,07,福島県,J,金融業，保険業,35～39歳,33.27,118.99,518.23
2010,07,福島県,J,金融業，保険業,40～44歳,37.55,150.41,601.01
2010,07,福島県,J,金融業，保険業,45～49歳,37.94,141.18,596.46
2010,07,福島県,J,金融業，保険業,50～54歳,42.72,156.27,668.91
2010,07,福島県,J,金融業，保険業,55～59歳,35.58,127.22,554.18
2010,07,福島県,J,金融業，保険業,60～64歳,25.67,67.41,375.45
2010,07,福島県,J,金融業，保険業,65～69歳,22.31,43.41,311.13
2010,07,福島県,J,金融業，保険業,70歳～,26.58,68.81,387.77
2010,07,福島県,K,不動産業，物品賃貸業,年齢計,25.15,48.4,350.2
2010,07,福島県,K,不動産業，物品賃貸業,～19歳,13.8,5.25,170.85
2010,07,福島県,K,不動産業，物品賃貸業,20～24歳,15.16,20.77,202.69
2010,07,福島県,K,不動産業，物品賃貸業,25～29歳,20.9,38.22,289.02
2010,07,福島県,K,不動産業，物品賃貸業,30～34歳,20.66,40.56,288.48
2010,07,福島県,K,不動産業，物品賃貸業,35～39歳,26.42,65.14,382.18
2010,07,福島県,K,不動産業，物品賃貸業,40～44歳,27.9,67.16,401.96
2010,07,福島県,K,不動産業，物品賃貸業,45～49歳,30.48,74.67,440.43
2010,07,福島県,K,不動産業，物品賃貸業,50～54歳,33.14,40.53,438.21
2010,07,福島県,K,不動産業，物品賃貸業,55～59歳,31.62,49.26,428.7
2010,07,福島県,K,不動産業，物品賃貸業,60～64歳,20.9,57.5,308.3
2010,07,福島県,K,不動産業，物品賃貸業,65～69歳,23.18,22.08,300.24
2010,07,福島県,K,不動産業，物品賃貸業,70歳～,13.13,7.26,164.82
2010,07,福島県,L,学術研究，専門・技術サービス業,年齢計,28.43,71.32,412.48
2010,07,福島県,L,学術研究，専門・技術サービス業,～19歳,18.91,15.57,242.49
2010,07,福島県,L,学術研究，専門・技術サービス業,20～24歳,18.86,57.05,283.37
2010,07,福島県,L,学術研究，専門・技術サービス業,25～29歳,21.51,51.36,309.48
2010,07,福島県,L,学術研究，専門・技術サービス業,30～34歳,24.05,57.36,345.96
2010,07,福島県,L,学術研究，専門・技術サービス業,35～39歳,30.75,80.94,449.94
2010,07,福島県,L,学術研究，専門・技術サービス業,40～44歳,33.61,88.92,492.24
2010,07,福島県,L,学術研究，専門・技術サービス業,45～49歳,31.53,69.93,448.29
2010,07,福島県,L,学術研究，専門・技術サービス業,50～54歳,34.68,85.22,501.38
2010,07,福島県,L,学術研究，専門・技術サービス業,55～59歳,32.14,85.91,471.59
2010,07,福島県,L,学術研究，専門・技術サービス業,60～64歳,28.64,84.9,428.58
2010,07,福島県,L,学術研究，専門・技術サービス業,65～69歳,22.86,19.08,293.4
2010,07,福島県,L,学術研究，専門・技術サービス業,70歳～,-,-,-
2010,07,福島県,M,宿泊業，飲食サービス業,年齢計,22.38,26.48,295.04
2010,07,福島県,M,宿泊業，飲食サービス業,～19歳,13.92,1.72,168.76
2010,07,福島県,M,宿泊業，飲食サービス業,20～24歳,16.58,7,205.96
2010,07,福島県,M,宿泊業，飲食サービス業,25～29歳,18.16,13.03,230.95
2010,07,福島県,M,宿泊業，飲食サービス業,30～34歳,19.37,11.02,243.46
2010,07,福島県,M,宿泊業，飲食サービス業,35～39歳,25.01,43.24,343.36
2010,07,福島県,M,宿泊業，飲食サービス業,40～44歳,25.07,28.6,329.44
2010,07,福島県,M,宿泊業，飲食サービス業,45～49歳,27.59,63.7,394.78
2010,07,福島県,M,宿泊業，飲食サービス業,50～54歳,28.89,46.22,392.9
2010,07,福島県,M,宿泊業，飲食サービス業,55～59歳,22.19,15.74,282.02
2010,07,福島県,M,宿泊業，飲食サービス業,60～64歳,19.42,5.33,238.37
2010,07,福島県,M,宿泊業，飲食サービス業,65～69歳,18.87,3.05,229.49
2010,07,福島県,M,宿泊業，飲食サービス業,70歳～,16.97,2.17,205.81
2010,07,福島県,N,生活関連サービス業，娯楽業,年齢計,23.28,28.8,308.16
2010,07,福島県,N,生活関連サービス業，娯楽業,～19歳,16.13,3.26,196.82
2010,07,福島県,N,生活関連サービス業，娯楽業,20～24歳,18.4,13.36,234.16
2010,07,福島県,N,生活関連サービス業，娯楽業,25～29歳,19.4,21.89,254.69
2010,07,福島県,N,生活関連サービス業，娯楽業,30～34歳,27.48,55.48,385.24
2010,07,福島県,N,生活関連サービス業，娯楽業,35～39歳,27.16,37.41,363.33
2010,07,福島県,N,生活関連サービス業，娯楽業,40～44歳,27.37,45.58,374.02
2010,07,福島県,N,生活関連サービス業，娯楽業,45～49歳,24.26,31.29,322.41
2010,07,福島県,N,生活関連サービス業，娯楽業,50～54歳,29.35,29.84,382.04
2010,07,福島県,N,生活関連サービス業，娯楽業,55～59歳,24.8,36.12,333.72
2010,07,福島県,N,生活関連サービス業，娯楽業,60～64歳,21.77,7.95,269.19
2010,07,福島県,N,生活関連サービス業，娯楽業,65～69歳,-,-,-
2010,07,福島県,N,生活関連サービス業，娯楽業,70歳～,-,-,-
2010,07,福島県,O,教育，学習支援業,年齢計,34.91,115.81,534.73
2010,07,福島県,O,教育，学習支援業,～19歳,13.89,0,166.68
2010,07,福島県,O,教育，学習支援業,20～24歳,17.51,21.27,231.39
2010,07,福島県,O,教育，学習支援業,25～29歳,20.63,38.48,286.04
2010,07,福島県,O,教育，学習支援業,30～34歳,27.19,68.78,395.06
2010,07,福島県,O,教育，学習支援業,35～39歳,35.87,109.6,540.04
2010,07,福島県,O,教育，学習支援業,40～44歳,37.99,128.43,584.31
2010,07,福島県,O,教育，学習支援業,45～49歳,45.51,157.99,704.11
2010,07,福島県,O,教育，学習支援業,50～54歳,42.12,164.12,669.56
2010,07,福島県,O,教育，学習支援業,55～59歳,48.73,203.67,788.43
2010,07,福島県,O,教育，学習支援業,60～64歳,50.48,211.48,817.24
2010,07,福島県,O,教育，学習支援業,65～69歳,41.77,212.45,713.69
2010,07,福島県,O,教育，学習支援業,70歳～,26.23,91.65,406.41
2010,07,福島県,P,医療，福祉,年齢計,26.19,52.16,366.44
2010,07,福島県,P,医療，福祉,～19歳,14.17,2.9,172.94
2010,07,福島県,P,医療，福祉,20～24歳,18.07,20.99,237.83
2010,07,福島県,P,医療，福祉,25～29歳,21.11,44.99,298.31
2010,07,福島県,P,医療，福祉,30～34歳,24.38,57.32,349.88
2010,07,福島県,P,医療，福祉,35～39歳,28.26,59.41,398.53
2010,07,福島県,P,医療，福祉,40～44歳,28.68,50.32,394.48
2010,07,福島県,P,医療，福祉,45～49歳,26.32,52.9,368.74
2010,07,福島県,P,医療，福祉,50～54歳,26.47,60.86,378.5
2010,07,福島県,P,医療，福祉,55～59歳,29.8,67.78,425.38
2010,07,福島県,P,医療，福祉,60～64歳,25.13,48.32,349.88
2010,07,福島県,P,医療，福祉,65～69歳,25.78,17.71,327.07
2010,07,福島県,P,医療，福祉,70歳～,128.07,86.68,1623.52
2010,07,福島県,Q,複合サービス事業,年齢計,28.99,78.53,426.41
2010,07,福島県,Q,複合サービス事業,～19歳,15.67,6.14,194.18
2010,07,福島県,Q,複合サービス事業,20～24歳,16.66,23.65,223.57
2010,07,福島県,Q,複合サービス事業,25～29歳,19.28,47.2,278.56
2010,07,福島県,Q,複合サービス事業,30～34歳,22.72,57.96,330.6
2010,07,福島県,Q,複合サービス事業,35～39歳,27.02,77.59,401.83
2010,07,福島県,Q,複合サービス事業,40～44歳,30.02,88.28,448.52
2010,07,福島県,Q,複合サービス事業,45～49歳,32.74,88.83,481.71
2010,07,福島県,Q,複合サービス事業,50～54歳,36.95,110.22,553.62
2010,07,福島県,Q,複合サービス事業,55～59歳,38.97,114.74,582.38
2010,07,福島県,Q,複合サービス事業,60～64歳,18.9,17.58,244.38
2010,07,福島県,Q,複合サービス事業,65～69歳,-,-,-
2010,07,福島県,Q,複合サービス事業,70歳～,25.7,0,308.4
2010,07,福島県,R,サービス業（他に分類されないもの）,年齢計,23.42,53.79,334.83
2010,07,福島県,R,サービス業（他に分類されないもの）,～19歳,16.05,33.44,226.04
2010,07,福島県,R,サービス業（他に分類されないもの）,20～24歳,17.41,40.31,249.23
2010,07,福島県,R,サービス業（他に分類されないもの）,25～29歳,19.73,37.59,274.35
2010,07,福島県,R,サービス業（他に分類されないもの）,30～34歳,21.79,47.3,308.78
2010,07,福島県,R,サービス業（他に分類されないもの）,35～39歳,23.6,54.63,337.83
2010,07,福島県,R,サービス業（他に分類されないもの）,40～44歳,26.06,67.87,380.59
2010,07,福島県,R,サービス業（他に分類されないもの）,45～49歳,26.11,62.59,375.91
2010,07,福島県,R,サービス業（他に分類されないもの）,50～54歳,26.86,77.22,399.54
2010,07,福島県,R,サービス業（他に分類されないもの）,55～59歳,25.5,55.4,361.4
2010,07,福島県,R,サービス業（他に分類されないもの）,60～64歳,19.96,34.92,274.44
2010,07,福島県,R,サービス業（他に分類されないもの）,65～69歳,16.92,6.55,209.59
2010,07,福島県,R,サービス業（他に分類されないもの）,70歳～,15.5,17,203
2010,08,茨城県,C,鉱業，採石業，砂利採取業,年齢計,31,40.57,412.57
2010,08,茨城県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2010,08,茨城県,C,鉱業，採石業，砂利採取業,20～24歳,16.91,25.14,228.06
2010,08,茨城県,C,鉱業，採石業，砂利採取業,25～29歳,25.46,34.56,340.08
2010,08,茨城県,C,鉱業，採石業，砂利採取業,30～34歳,28.35,65.95,406.15
2010,08,茨城県,C,鉱業，採石業，砂利採取業,35～39歳,28.9,46.1,392.9
2010,08,茨城県,C,鉱業，採石業，砂利採取業,40～44歳,33.31,52.15,451.87
2010,08,茨城県,C,鉱業，採石業，砂利採取業,45～49歳,35.25,31.68,454.68
2010,08,茨城県,C,鉱業，採石業，砂利採取業,50～54歳,33.97,21.35,428.99
2010,08,茨城県,C,鉱業，採石業，砂利採取業,55～59歳,36.03,55.44,487.8
2010,08,茨城県,C,鉱業，採石業，砂利採取業,60～64歳,28.31,15,354.72
2010,08,茨城県,C,鉱業，採石業，砂利採取業,65～69歳,36.42,79.17,516.21
2010,08,茨城県,C,鉱業，採石業，砂利採取業,70歳～,29.57,0,354.84
2010,08,茨城県,D,建設業,年齢計,31.05,55.63,428.23
2010,08,茨城県,D,建設業,～19歳,23.09,11.35,288.43
2010,08,茨城県,D,建設業,20～24歳,19.96,34.98,274.5
2010,08,茨城県,D,建設業,25～29歳,23.56,37.55,320.27
2010,08,茨城県,D,建設業,30～34歳,28.1,49.78,386.98
2010,08,茨城県,D,建設業,35～39歳,30.58,57.82,424.78
2010,08,茨城県,D,建設業,40～44歳,40.37,82.74,567.18
2010,08,茨城県,D,建設業,45～49歳,38.03,78.06,534.42
2010,08,茨城県,D,建設業,50～54歳,33.9,82.28,489.08
2010,08,茨城県,D,建設業,55～59歳,33.45,48.65,450.05
2010,08,茨城県,D,建設業,60～64歳,26.73,21.03,341.79
2010,08,茨城県,D,建設業,65～69歳,20.18,2.44,244.6
2010,08,茨城県,D,建設業,70歳～,11,3.5,135.5
2010,08,茨城県,E,製造業,年齢計,29.11,93.25,442.57
2010,08,茨城県,E,製造業,～19歳,17.05,14.68,219.28
2010,08,茨城県,E,製造業,20～24歳,19.27,45.11,276.35
2010,08,茨城県,E,製造業,25～29歳,22.06,55.2,319.92
2010,08,茨城県,E,製造業,30～34歳,25.45,78.63,384.03
2010,08,茨城県,E,製造業,35～39歳,29.61,99.78,455.1
2010,08,茨城県,E,製造業,40～44歳,32.87,112.82,507.26
2010,08,茨城県,E,製造業,45～49歳,35.74,131.32,560.2
2010,08,茨城県,E,製造業,50～54歳,35.61,125.08,552.4
2010,08,茨城県,E,製造業,55～59歳,34.44,116.33,529.61
2010,08,茨城県,E,製造業,60～64歳,23.67,50.18,334.22
2010,08,茨城県,E,製造業,65～69歳,17.84,16.45,230.53
2010,08,茨城県,E,製造業,70歳～,13.19,7.76,166.04
2010,08,茨城県,F,電気・ガス・熱供給・水道業,年齢計,41.97,168.33,671.97
2010,08,茨城県,F,電気・ガス・熱供給・水道業,～19歳,16.06,13.18,205.9
2010,08,茨城県,F,電気・ガス・熱供給・水道業,20～24歳,18.29,59.13,278.61
2010,08,茨城県,F,電気・ガス・熱供給・水道業,25～29歳,24.76,83.48,380.6
2010,08,茨城県,F,電気・ガス・熱供給・水道業,30～34歳,32.14,123.34,509.02
2010,08,茨城県,F,電気・ガス・熱供給・水道業,35～39歳,38.71,156.85,621.37
2010,08,茨城県,F,電気・ガス・熱供給・水道業,40～44歳,45.85,180.9,731.1
2010,08,茨城県,F,電気・ガス・熱供給・水道業,45～49歳,49.52,201.54,795.78
2010,08,茨城県,F,電気・ガス・熱供給・水道業,50～54歳,56.09,232.38,905.46
2010,08,茨城県,F,電気・ガス・熱供給・水道業,55～59歳,52.88,224.32,858.88
2010,08,茨城県,F,電気・ガス・熱供給・水道業,60～64歳,25.44,103.14,408.42
2010,08,茨城県,F,電気・ガス・熱供給・水道業,65～69歳,10,40,160
2010,08,茨城県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2010,08,茨城県,G,情報通信業,年齢計,32.14,83.92,469.6
2010,08,茨城県,G,情報通信業,～19歳,16.66,0,199.92
2010,08,茨城県,G,情報通信業,20～24歳,21.29,18.9,274.38
2010,08,茨城県,G,情報通信業,25～29歳,23.03,49.99,326.35
2010,08,茨城県,G,情報通信業,30～34歳,26.59,53.98,373.06
2010,08,茨城県,G,情報通信業,35～39歳,31.85,77.22,459.42
2010,08,茨城県,G,情報通信業,40～44歳,35.34,107.85,531.93
2010,08,茨城県,G,情報通信業,45～49歳,43.94,156.52,683.8
2010,08,茨城県,G,情報通信業,50～54歳,46.47,173.56,731.2
2010,08,茨城県,G,情報通信業,55～59歳,40.19,116.56,598.84
2010,08,茨城県,G,情報通信業,60～64歳,47.04,7.19,571.67
2010,08,茨城県,G,情報通信業,65～69歳,22.65,0,271.8
2010,08,茨城県,G,情報通信業,70歳～,-,-,-
2010,08,茨城県,H,運輸業，郵便業,年齢計,26.96,44.43,367.95
2010,08,茨城県,H,運輸業，郵便業,～19歳,16.94,7.74,211.02
2010,08,茨城県,H,運輸業，郵便業,20～24歳,18.72,49.09,273.73
2010,08,茨城県,H,運輸業，郵便業,25～29歳,23.25,39.19,318.19
2010,08,茨城県,H,運輸業，郵便業,30～34歳,26.23,36.16,350.92
2010,08,茨城県,H,運輸業，郵便業,35～39歳,28.7,39.84,384.24
2010,08,茨城県,H,運輸業，郵便業,40～44歳,28.84,49.69,395.77
2010,08,茨城県,H,運輸業，郵便業,45～49歳,32.36,51.07,439.39
2010,08,茨城県,H,運輸業，郵便業,50～54歳,29.69,60.42,416.7
2010,08,茨城県,H,運輸業，郵便業,55～59歳,25.45,46.23,351.63
2010,08,茨城県,H,運輸業，郵便業,60～64歳,21.27,36.6,291.84
2010,08,茨城県,H,運輸業，郵便業,65～69歳,18.85,7.78,233.98
2010,08,茨城県,H,運輸業，郵便業,70歳～,20.32,5.19,249.03
2010,08,茨城県,I,卸売業，小売業,年齢計,27.73,67.03,399.79
2010,08,茨城県,I,卸売業，小売業,～19歳,19.93,1.72,240.88
2010,08,茨城県,I,卸売業，小売業,20～24歳,18.45,32.68,254.08
2010,08,茨城県,I,卸売業，小売業,25～29歳,22.52,50.55,320.79
2010,08,茨城県,I,卸売業，小売業,30～34歳,24.88,59.17,357.73
2010,08,茨城県,I,卸売業，小売業,35～39歳,27.95,75.66,411.06
2010,08,茨城県,I,卸売業，小売業,40～44歳,31.7,87.33,467.73
2010,08,茨城県,I,卸売業，小売業,45～49歳,33.76,97.97,503.09
2010,08,茨城県,I,卸売業，小売業,50～54歳,31.79,74.59,456.07
2010,08,茨城県,I,卸売業，小売業,55～59歳,33.45,75.58,476.98
2010,08,茨城県,I,卸売業，小売業,60～64歳,25.14,33.29,334.97
2010,08,茨城県,I,卸売業，小売業,65～69歳,21.61,16.2,275.52
2010,08,茨城県,I,卸売業，小売業,70歳～,18.11,1.03,218.35
2010,08,茨城県,J,金融業，保険業,年齢計,35.76,121.98,551.1
2010,08,茨城県,J,金融業，保険業,～19歳,14.2,1.5,171.9
2010,08,茨城県,J,金融業，保険業,20～24歳,19.32,43.44,275.28
2010,08,茨城県,J,金融業，保険業,25～29歳,23.12,75.79,353.23
2010,08,茨城県,J,金融業，保険業,30～34歳,26.93,88.47,411.63
2010,08,茨城県,J,金融業，保険業,35～39歳,31.94,109.83,493.11
2010,08,茨城県,J,金融業，保険業,40～44歳,42.93,161.47,676.63
2010,08,茨城県,J,金融業，保険業,45～49歳,41.73,163.49,664.25
2010,08,茨城県,J,金融業，保険業,50～54歳,50.12,172.54,773.98
2010,08,茨城県,J,金融業，保険業,55～59歳,41.12,126.86,620.3
2010,08,茨城県,J,金融業，保険業,60～64歳,30.22,68.41,431.05
2010,08,茨城県,J,金融業，保険業,65～69歳,32.15,89.22,475.02
2010,08,茨城県,J,金融業，保険業,70歳～,22.19,46.66,312.94
2010,08,茨城県,K,不動産業，物品賃貸業,年齢計,31.28,76.37,451.73
2010,08,茨城県,K,不動産業，物品賃貸業,～19歳,-,-,-
2010,08,茨城県,K,不動産業，物品賃貸業,20～24歳,21.84,30.4,292.48
2010,08,茨城県,K,不動産業，物品賃貸業,25～29歳,23.56,48.3,331.02
2010,08,茨城県,K,不動産業，物品賃貸業,30～34歳,27.68,69.15,401.31
2010,08,茨城県,K,不動産業，物品賃貸業,35～39歳,29.54,76.27,430.75
2010,08,茨城県,K,不動産業，物品賃貸業,40～44歳,32.81,72,465.72
2010,08,茨城県,K,不動産業，物品賃貸業,45～49歳,35.76,93.74,522.86
2010,08,茨城県,K,不動産業，物品賃貸業,50～54歳,43.35,130.02,650.22
2010,08,茨城県,K,不動産業，物品賃貸業,55～59歳,39.79,119.03,596.51
2010,08,茨城県,K,不動産業，物品賃貸業,60～64歳,30.92,52.09,423.13
2010,08,茨城県,K,不動産業，物品賃貸業,65～69歳,22.76,17.81,290.93
2010,08,茨城県,K,不動産業，物品賃貸業,70歳～,33.74,17.8,422.68
2010,08,茨城県,L,学術研究，専門・技術サービス業,年齢計,41.49,153.18,651.06
2010,08,茨城県,L,学術研究，専門・技術サービス業,～19歳,15.31,45.61,229.33
2010,08,茨城県,L,学術研究，専門・技術サービス業,20～24歳,21.84,29.21,291.29
2010,08,茨城県,L,学術研究，専門・技術サービス業,25～29歳,26.41,69.57,386.49
2010,08,茨城県,L,学術研究，専門・技術サービス業,30～34歳,30.68,90.69,458.85
2010,08,茨城県,L,学術研究，専門・技術サービス業,35～39歳,37.85,143.35,597.55
2010,08,茨城県,L,学術研究，専門・技術サービス業,40～44歳,45.69,174.68,722.96
2010,08,茨城県,L,学術研究，専門・技術サービス業,45～49歳,51.43,200.34,817.5
2010,08,茨城県,L,学術研究，専門・技術サービス業,50～54歳,56.48,234.57,912.33
2010,08,茨城県,L,学術研究，専門・技術サービス業,55～59歳,55.68,239.81,907.97
2010,08,茨城県,L,学術研究，専門・技術サービス業,60～64歳,48.55,199.44,782.04
2010,08,茨城県,L,学術研究，専門・技術サービス業,65～69歳,34.36,150.5,562.82
2010,08,茨城県,L,学術研究，専門・技術サービス業,70歳～,22.6,62.51,333.71
2010,08,茨城県,M,宿泊業，飲食サービス業,年齢計,23.44,29.84,311.12
2010,08,茨城県,M,宿泊業，飲食サービス業,～19歳,15.95,2.35,193.75
2010,08,茨城県,M,宿泊業，飲食サービス業,20～24歳,17.75,12.12,225.12
2010,08,茨城県,M,宿泊業，飲食サービス業,25～29歳,20.76,22.69,271.81
2010,08,茨城県,M,宿泊業，飲食サービス業,30～34歳,24.2,45.05,335.45
2010,08,茨城県,M,宿泊業，飲食サービス業,35～39歳,23.43,27.79,308.95
2010,08,茨城県,M,宿泊業，飲食サービス業,40～44歳,25.33,43.58,347.54
2010,08,茨城県,M,宿泊業，飲食サービス業,45～49歳,30.7,51.23,419.63
2010,08,茨城県,M,宿泊業，飲食サービス業,50～54歳,26.48,43.14,360.9
2010,08,茨城県,M,宿泊業，飲食サービス業,55～59歳,24.25,21.67,312.67
2010,08,茨城県,M,宿泊業，飲食サービス業,60～64歳,20.98,19.05,270.81
2010,08,茨城県,M,宿泊業，飲食サービス業,65～69歳,22.44,22.88,292.16
2010,08,茨城県,M,宿泊業，飲食サービス業,70歳～,55.24,14,676.88
2010,08,茨城県,N,生活関連サービス業，娯楽業,年齢計,27.39,54.05,382.73
2010,08,茨城県,N,生活関連サービス業，娯楽業,～19歳,17.09,5.05,210.13
2010,08,茨城県,N,生活関連サービス業，娯楽業,20～24歳,19.69,15.18,251.46
2010,08,茨城県,N,生活関連サービス業，娯楽業,25～29歳,21.77,31.18,292.42
